Chinese	Pinyin	POS	Thai
歪	wāi	adj	คดเคี้ยว
外表	wàibiǎo	n	ลักษณะที่ปรากฏ
外交	wàijiāo	n	การทูต
外界	wàijiè	n	โลกภายนอก
外科	wàikē	n	ศัลยกรรม
外来	wàilái	adj	ต่างประเทศ
外甥	wàisheng	n	หลานชาย
望	wàng	v	ความหวัง
网	wǎng	n/v	สุทธิ
往后	wǎnghòu	n	ในอนาคต
往来	wǎnglái	v	การโต้ตอบ
往年	wǎngnián	n	ปีที่แล้ว
王子	wángzǐ	n	เจ้าชาย
顽强	wánqiáng	adj	หวงแหน
弯曲	wānqū	adj	โค้งงอ
万物	wànwù	n	ทุกสิ่ง
娃娃	wáwa	n	ตุ๊กตา
未	wèi	adv	ยังไม่ได้
未必	wèibì	adv	ไม่จำเป็น
未成年人	wèichéngniánrén	n	รายย่อย
为此	wèicǐ	conj	สำหรับสิ่งนี้
违规	wéiguī	v	การละเมิด
为何	wèihé	adv	ทำไม
维护	wéihù	v	การบำรุงรักษา
危机	wēijī	n	วิกฤติ
味觉	wèijué	n	ลิ้มรส
胃口	wèikǒu	n	ความอยากอาหาร
为难	wéinán	adj/v	เขินอาย
围棋	wéiqí	n	ไป
为期	wéiqī	v	ระยะ
委屈	wěiqu	adj/v	ผิด
维生素	wéishēngsù	n	วิตามิน
委托	wěituō	v	มอบความไว้วางใจ
微小	wēixiǎo	adj	เล็ก ๆ
为止	wéizhǐ	v	จนถึงตอนนี้
文档	wéndàng	n	เอกสารประกอบ
温和	wēnhé	adj	ไม่รุนแรง
文具	wénjù	n	เครื่องเขียน
文科	wénkē	n	ศิลปศาสตร์
文明	wénmíng	n/adj	อารยธรรม
闻名	wénmíng	v	มีชื่อเสียง
温柔	wēnróu	adj	อ่อนโยน
文物	wénwù	n	มรดกทางวัฒนธรรม
文献	wénxiàn	n	วรรณกรรม
文艺	wényì	n	วรรณคดีและศิลปะ
误	wù	v	ผิด
乌龟	wūguī	n	เต่า
误解	wùjiě	v/n	ความเข้าใจผิด
武器	wǔqì	n	อาวุธ
污水	wūshuǐ	n	น้ำเสีย
无所谓	wúsuǒwèi	v	มันไม่สำคัญ
物体	wùtǐ	n	วัตถุ
无疑	wúyí	v	ไม่ต้องสงสัยเลย
吓	xià	v	กลัว
下功夫	xià gōngfu	—	ทำงานหนัก
下单	xiàdān	v	สั่งซื้อ
夏令营	xiàlìngyíng	n	ค่ายฤดูร้อน
嫌	xián	v	ไม่ชอบ
限	xiàn	v	จำกัด
线	xiàn	n/mw	เส้น
显	xiǎn	adj/v	แสดง
险	xiǎn	adj/adv	ความเสี่ยง
现存	xiàncún	v	ที่มีอยู่
限度	xiàndù	n	ขีด จำกัด
相差	xiāngchà	v	ความแตกต่าง
香肠	xiāngcháng	n	ไส้กรอก
相传	xiāngchuán	v	ตามตำนาน
相等	xiāngděng	v	เท่ากัน
项链	xiàngliàn	n	สร้อยคอ
相连	xiānglián	v	เชื่อมต่อแล้ว
象棋	xiàngqí	n	หมากรุก
相声	xiàngsheng	n	ข้ามพูดคุย
香水	xiāngshuǐ	n	น้ำหอม
向往	xiàngwǎng	v	ความปรารถนาสำหรับ
相应	xiāngyìng	v	ที่สอดคล้องกัน
现货	xiànhuò	n	สปอต
鲜明	xiānmíng	adj	แตกต่าง
先前	xiānqián	n	ก่อนหน้านี้
陷入	xiànrù	v	ตกอยู่ใน
线索	xiànsuǒ	n	เบาะแส
鲜艳	xiānyàn	adj	สดใส
限于	xiànyú	v	จำกัดอยู่ที่
显著	xiǎnzhù	adj	อย่างมีนัยสำคัญ
消除	xiāochú	v	กำจัด
消毒	xiāodú	v	การฆ่าเชื้อ
消防	xiāofáng	v	ดับเพลิง
消耗	xiāohào	v	บริโภค
小麦	xiǎomài	n	ข้าวสาลี
消灭	xiāomiè	v	กำจัด
小气	xiǎoqi	adj	ตระหนี่
笑容	xiàoróng	n	ยิ้ม
小偷儿	xiǎotōur	n	ขโมย
效应	xiàoyìng	n	ผล
下线	xiàxiàn	v	ออฟไลน์
下旬	xiàxún	n	สาย
细胞	xìbāo	n	เซลล์
歇	xiē	v	ส่วนที่เหลือ
携带	xiédài	v	พกพา
协会	xiéhuì	n	สมาคม
协调	xiétiáo	adj/v	ประสานงาน
协助	xiézhù	v	ช่วยเหลือ
媳妇	xífu	n	ลูกสะใภ้
喜剧	xǐjù	n	ตลก
细菌	xìjūn	n	แบคทีเรีย
系列	xìliè	n	ซีรีส์
心爱	xīn'ài	adj	ที่รัก
心底	xīndǐ	n	ก้นหัวใจของฉัน
型号	xínghào	n	รุ่น
性价比	xìngjiàbǐ	n	ความคุ้มค่า
性能	xìngnéng	n	ประสิทธิภาพ
兴起	xīngqǐ	v	เพิ่มขึ้น
形态	xíngtài	n	แบบฟอร์ม
新款	xīnkuǎn	n	รูปแบบใหม่
信赖	xìnlài	v	ความไว้วางใจ
心灵	xīnlíng	n	จิตใจ
新媒体	xīnméitǐ	n	สื่อใหม่
心目	xīnmù	n	จิตใจ
新能源	xīnnéngyuán	n	พลังงานใหม่
信念	xìnniàn	n	ความเชื่อ
薪水	xīnshui	n	เงินเดือน
心疼	xīnténg	v	รู้สึกเป็นทุกข์
新兴	xīnxīng	adj	กำลังเติบโต
新颖	xīnyǐng	adj	นวนิยาย
心愿	xīnyuàn	n	ความปรารถนา
心脏	xīnzàng	n	หัวใจ
胸	xiōng	n	หน้าอก
戏曲	xìqǔ	n	โอเปร่า
吸取	xīqǔ	v	ดูดซับ
喜事	xǐshì	n	เหตุการณ์ที่มีความสุข
洗漱	xǐshù	v	ล้างหน้า
习俗	xísú	n	กำหนดเอง
修订	xiūdìng	v	การแก้ไข
修复	xiūfù	v	ซ่อม
袖子	xiùzi	n	แขนเสื้อ
细致	xìzhì	adj	พิถีพิถัน
选拔	xuǎnbá	v	การเลือก
选修	xuǎnxiū	v	วิชาเลือก
旋转	xuánzhuǎn	v	หมุน
血管	xuèguǎn	n	หลอดเลือด
学会	xuéhuì	n	เรียนรู้
学位	xuéwèi	n	องศา
学问	xuéwen	n	ความรู้
血型	xuèxíng	n	กรุ๊ปเลือด
血压	xuèyā	n	ความดันโลหิต
血液	xuèyè	n	เลือด
学员	xuéyuán	n	นักเรียน
许可	xǔkě	v	การอนุญาต
循环	xúnhuán	v	วนซ้ำ
寻求	xúnqiú	v	แสวงหา
叙述	xùshù	v	บรรยาย
亚军	yàjūn	n	รองชนะเลิศ
严	yán	adj	เข้มงวด
淹	yān	v	น้ำท่วม
样	yàng	mw	ชอบ
仰	yǎng	v	ชื่นชม
痒	yǎng	adj	คัน
养老	yǎnglǎo	v	บำนาญ
养老院	yǎnglǎoyuàn	n	บ้านพักคนชรา
氧气	yǎngqì	n	ออกซิเจน
眼光	yǎnguāng	n	วิสัยทัศน์
沿海	yánhǎi	n	ชายฝั่งทะเล
严寒	yánhán	adj	หนาวจัด
宴会	yànhuì	n	งานเลี้ยง
严禁	yánjìn	v	ห้ามโดยเด็ดขาด
眼看	yǎnkàn	adv/v	เห็น
严厉	yánlì	adj	รุนแรง
淹没	yānmò	v	จมน้ำตาย
延期	yánqī	v	เลื่อนออกไป
炎热	yánrè	adj	ร้อน
延伸	yánshēn	v	ขยาย
研讨	yántǎo	v	หารือ
延续	yánxù	v	ความต่อเนื่อง
言语	yányǔ	n	คำพูด
炎症	yánzhèng	n	การอักเสบ
验证	yànzhèng	v	ตรวจสอบ
演奏	yǎnzòu	v	เล่น
要点	yàodiǎn	n	ประเด็นหลัก
要么	yàome	conj	อย่างใดอย่างหนึ่ง
要素	yàosù	n	องค์ประกอบ
遥远	yáoyuǎn	adj	ห่างไกล
压缩	yāsuō	v	การบีบอัด
业	yè	suffix	อุตสาหกรรม
野	yě	adj	ป่า
也好	yěhǎo	part	ตกลง
野生	yěshēng	adj	ป่า
液体	yètǐ	n	ของเหลว
野外	yěwài	n	ความรกร้างว่างเปล่า
姨	yí	n	ป้า
一辈子	yíbèizi	n	ตลอดชีวิต
以便	yǐbiàn	conj	เพื่อที่จะ
遗产	yíchǎn	n	มรดก
异常	yìcháng	adj/adv	ผิดปกติ
益处	yìchù	n	สิทธิประโยชน์
遗传	yíchuán	v	พันธุศาสตร์
一带	yídài	n	พื้นที่
一道	yídào	adv	ด้วยกัน
一帆风顺	yìfān-fēngshùn	—	แล่นเรือใบได้อย่างราบรื่น
一贯	yíguàn	adj	สอดคล้องกัน
疑惑	yíhuò	v/n	สงสัย
依旧	yījiù	v/adv	ยังครับ
一口气	yìkǒuqì	adv	ในหนึ่งลมหายใจ
依赖	yīlài	v	ขึ้นอยู่กับ
一流	yīliú	adj	ชั้นหนึ่ง
一律	yílǜ	adv	สม่ำเสมอ
议论	yìlùn	v/n	หารือ
以免	yǐmiǎn	conj	เกรงว่า
移民	yímín	v/n	การย้ายถิ่นฐาน
一模一样	yìmú-yíyàng	—	เหมือนกันทุกประการ
银	yín	n	เงิน
印	yìn	n/v	ประทับตรา
引	yǐn	v	ตะกั่ว
因	yīn	prep/conj	เพราะ
隐藏	yǐncáng	v	ซ่อน
引导	yǐndǎo	v	คู่มือ
引发	yǐnfā	v	สาเหตุ
婴儿	yīng'ér	n	ที่รัก
英雄	yīngxióng	n	ฮีโร่
影子	yǐngzi	n	เงา
音节	yīnjié	n	พยางค์
银牌	yínpái	n	เหรียญเงิน
引入	yǐnrù	v	แนะนำ
隐私	yǐnsī	n	ความเป็นส่วนตัว
饮用水	yǐnyòngshuǐ	n	น้ำดื่ม
仪器	yíqì	n	เครื่องดนตรี
艺人	yìrén	n	ศิลปิน
一身	yìshēn	n	ทั้งร่างกาย
仪式	yíshì	n	พิธีกรรม
一时	yìshí	n/adv	ชั่วขณะหนึ่ง
衣食住行	yī-shí-zhù-xíng	—	อาหาร เครื่องนุ่งห่ม ที่อยู่อาศัย และการคมนาคมขนส่ง
一同	yìtóng	adv	ด้วยกัน
以往	yǐwǎng	n	ในอดีต
一向	yíxiàng	adv	เสมอ
一系列	yíxìliè	adj	ซีรีส์
医药	yīyào	n	ยารักษาโรค
一一	yīyī	adv	ทีละคน
易于	yìyú	v	ง่าย
一再	yízài	adv	ซ้ำแล้วซ้ำเล่า
一阵	yízhèn	num+mw	ชั่วขณะหนึ่ง
遗址	yízhǐ	n	ซากปรักหักพัง
抑制	yìzhì	v	ยับยั้ง
用餐	yòngcān	v	มื้ออาหาร
用处	yòngchù	n	ใช้
用功	yònggōng	v/adj	เรียนหนัก
拥挤	yōngjǐ	v/adj	แออัด
用人	yòngrén	v	จ้างคน
涌现	yǒngxiàn	v	โผล่ออกมา
用心	yòngxīn	adj	ระวัง
勇于	yǒngyú	v	กล้าหาญ
优化	yōuhuà	v	ปรับให้เหมาะสม
有机	yǒujī	adj	อินทรีย์
有劲	yǒujìn	v/adj	แข็งแรง
由来	yóulái	n	ต้นกำเนิด
游人	yóurén	n	นักท่องเที่ยว
犹如	yóurú	v	เช่นเดียวกับ
优先	yōuxiān	v	ลำดับความสำคัญ
有序	yǒuxù	adj	เป็นระเบียบเรียบร้อย
优异	yōuyì	adj	ยอดเยี่ยม
于	yú	prep	ที่
余额	yú’é	n	ความสมดุล
原本	yuánběn	adv	เดิมที
原材料	yuáncáiliào	n	วัตถุดิบ
远程	yuǎnchéng	adj	ระยะไกล
远方	yuǎnfāng	n	ห่างไกล
原理	yuánlǐ	n	หลักการ
原料	yuánliào	n	วัตถุดิบ
园林	yuánlín	n	สวน
圆满	yuánmǎn	adj	สมบูรณ์แบบ
原始	yuánshǐ	adj	ต้นฉบับ
元素	yuánsù	n	องค์ประกอบ
原先	yuánxiān	n	เดิมที
元宵	yuánxiāo	n	เทศกาลโคมไฟ
源于	yuányú	v	ได้มาจาก
预定	yùdìng	v	หนังสือ
月光	yuèguāng	n	แสงจันทร์
乐器	yuèqì	n	เครื่องดนตรี
月球	yuèqiú	n	ดวงจันทร์
乐曲	yuèqǔ	n	เพลง
约束	yuēshù	v	ข้อ จำกัด
预料	yùliào	v/n	คาดการณ์
晕	yūn	adj/v	เวียนหัว
晕车	yùnchē	v	อาการเมารถ
运送	yùnsòng	v	การขนส่ง
运行	yùnxíng	v	วิ่ง
运营	yùnyíng	v	การดำเนินงาน
预期	yùqī	v	คาดหวัง
与其	yǔqí	conj	แทน
羽绒服	yǔróngfú	n	แจ็คเก็ตลง
浴室	yùshì	n	ห้องน้ำ
欲望	yùwàng	n	ความปรารถนา
杂	zá	adj	เบ็ดเตล็ด
灾	zāi	n	ภัยพิบัติ
灾害	zāihài	n	ภัยพิบัติ
灾难	zāinàn	n	ภัยพิบัติ
灾区	zāiqū	n	พื้นที่ประสบภัย
再三	zàisān	adv	ซ้ำแล้วซ้ำเล่า
再生	zàishēng	v	การฟื้นฟู
在意	zàiyì	v	การดูแล
赞赏	zànshǎng	v	ชื่นชม
赞同	zàntóng	v	เห็นด้วย
遭到	zāodào	v	ได้รับความเดือดร้อน
噪声	zàoshēng	n	เสียงรบกวน
遭受	zāoshòu	v	ทนทุกข์ทรมาน
造型	zàoxíng	v/n	รูปร่าง
遭遇	zāoyù	v/n	การเผชิญหน้า
则1	zé	conj/（助）	จากนั้น 1
炸	zhà	v	ทอด
扎	zhā	v	เน็คไท
粘	zhān	v	เหนียว
占比	zhànbǐ	n	สัดส่วน
战斗	zhàndòu	n/v	ต่อสู้
章	zhāng	mw	บท
障碍	zhàng'ài	n/v	อุปสรรค
长辈	zhǎngbèi	n	ผู้เฒ่า
账单	zhàngdān	n	บิล
占据	zhànjù	v	ครอบครอง
战胜	zhànshèng	v	ชนะมากกว่า
粘贴	zhāntiē	v	วาง
崭新	zhǎnxīn	adj	ใหม่เอี่ยม
占有	zhànyǒu	v	ครอบครอง
战争	zhànzhēng	n	สงคราม
招	zhāo	v	รับสมัคร
招待	zhāodài	v	ความบันเทิง
照明	zhàomíng	v	แสงสว่าง
招生	zhāoshēng	v	การรับสมัคร
招手	zhāoshǒu	v	กวักมือเรียก
招收	zhāoshōu	v	รับสมัคร
折	zhé	v	พับ
镇	zhèn	v/n	เมือง
针	zhēn	n	เข็ม
睁	zhēng	v	เปิด
政策	zhèngcè	n	นโยบาย
争吵	zhēngchǎo	v	ทะเลาะ
争夺	zhēngduó	v	ต่อสู้เพื่อ
正规	zhèngguī	adj	เป็นทางการ
争论	zhēnglùn	v	เถียง
正面	zhèngmiàn	n/adj	ด้านหน้า
征求	zhēngqiú	v	ร้องขอ
证实	zhèngshí	v	ยืนยัน
正义	zhèngyì	n/adj	ความยุติธรรม
争议	zhēngyì	v	การโต้เถียง
症状	zhèngzhuàng	n	อาการ
枕头	zhěntou	n	หมอน
真相	zhēnxiàng	n	ความจริง
阵雨	zhènyǔ	n	อาบน้ำ
珍珠	zhēnzhū	n	เพิร์ล
制	zhì	v	ระบบ
支2	zhī	v	สาขา 2
枝	zhī	n/mw	สาขา
值班	zhíbān	v	ปฏิบัติหน้าที่
支撑	zhīchēng	v	สนับสนุน
支出	zhīchū	v/n	ค่าใช้จ่าย
只得	zhǐdé	adv	ต้อง
指定	zhǐdìng	v	ระบุ
脂肪	zhīfáng	n	อ้วน
只顾	zhǐgù	adv	ใส่ใจเท่านั้น
至关重要	zhìguān-zhòngyào	—	สำคัญมาก
指挥	zhǐhuī	v/n	คำสั่ง
智力	zhìlì	n	ความฉลาด
治理	zhìlǐ	v	การกำกับดูแล
制品	zhìpǐn	n	สินค้า
指示	zhǐshì	v/n	คำแนะนำ
之所以	zhīsuǒyǐ	conj	เหตุผล
职位	zhíwèi	n	ตำแหน่ง
职务	zhíwù	n	ตำแหน่ง
秩序	zhìxù	n	สั่งซื้อ
质疑	zhìyí	v	คำถาม
至于	zhìyú	v/prep	สำหรับ
职员	zhíyuán	n	พนักงาน
职责	zhízé	n	ความรับผิดชอบ
指责	zhǐzé	v	กล่าวหา
侄子	zhízi	n	หลานชาย
中	zhòng	v	ใน
肿	zhǒng	v	บวม
中等	zhōngděng	adj	ปานกลาง
种地	zhòngdì	v	เกษตรกรรม
终点	zhōngdiǎn	n	จุดสิ้นสุด
中毒	zhòngdú	v	พิษ
中断	zhōngduàn	v	ขัดจังหวะ
中奖	zhòngjiǎng	v	ชนะ
众人	zhòngrén	n	ทุกคน
终身	zhōngshēn	n	ตลอดชีวิต
中暑	zhòngshǔ	n/v	โรคลมแดด
众所周知	zhòngsuǒzhōuzhī	—	อย่างที่เราทุกคนรู้
钟头	zhōngtóu	n	ชั่วโมง
重心	zhòngxīn	n	จุดศูนย์ถ่วง
中旬	zhōngxún	n	กลาง
中央	zhōngyāng	n	ศูนย์กลาง
州	zhōu	n	รัฐ
粥	zhōu	n	โจ๊ก
周边	zhōubiān	n	บริเวณโดยรอบ
周到	zhōudào	adj	มีความคิด
周期	zhōuqī	n	วงจร
株	zhū	mw	ความเครียด
转	zhuàn	v	เลี้ยว
砖	zhuān	n	อิฐ
转动	zhuàndòng	v	เลี้ยว
装备	zhuāngbèi	v/n	อุปกรณ์
庄稼	zhuāngjia	n	พืชผล
转换	zhuǎnhuàn	v	แปลง
转交	zhuǎnjiāo	v	โอน
专科	zhuānkē	n	ผู้เชี่ยวชาญ
专利	zhuānlì	n	สิทธิบัตร
转让	zhuǎnràng	v	โอน
转身	zhuǎnshēn	v	หันหลังกลับ
专题	zhuāntí	n	หัวข้อ
转移	zhuǎnyí	v	โอน
专用	zhuānyòng	v	ทุ่มเท
专注	zhuānzhù	adj	โฟกัส
主办	zhǔbàn	v	โฮสต์
珠宝	zhūbǎo	n	เครื่องประดับ
主播	zhǔbō	v/n	สมอ
主导	zhǔdǎo	v/n	ครอง
诸多	zhūduō	adj	มากมาย
祝福	zhùfú	v	พร
主管	zhǔguǎn	v/n	ผู้บังคับบัญชา
追究	zhuījiū	v	ไล่ตาม
主角	zhǔjué	n	ตัวเอก
助理	zhùlǐ	adj/n	ผู้ช่วย
主流	zhǔliú	n	กระแสหลัก
捉	zhuō	v	จับ
助手	zhùshǒu	n	ผู้ช่วย
主演	zhǔyǎn	v/n	นำแสดงโดย
祝愿	zhùyuàn	v	ความปรารถนา
住宅	zhùzhái	n	ที่อยู่อาศัย
主张	zhǔzhāng	v/n	ผู้สนับสนุน
著作	zhùzuò	n	งานเขียน
资本	zīběn	n	ทุน
资产	zīchǎn	n	สินทรัพย์
自豪	zìháo	adj	ภูมิใจ
自来水	zìláishuǐ	n	น้ำประปา
自律	zìlǜ	v	มีวินัยในตนเอง
字幕	zìmù	n	คำบรรยาย
自杀	zìshā	v	ฆ่าตัวตาย
自我	zìwǒ	pron	ตนเอง
自言自语	zìyán-zìyǔ	—	กำลังคุยกับตัวเอง
自愿	zìyuàn	v	โดยสมัครใจ
自助	zìzhù	v	บริการตนเอง
总裁	zǒngcái	n	ประธาน
总计	zǒngjì	v	ทั้งหมด
总理	zǒnglǐ	n	นายกรัฐมนตรี
棕色	zōngsè	n	สีน้ำตาล
总算	zǒngsuàn	adv	ในที่สุด
粽子	zòngzi	n	ซงซี
走廊	zǒuláng	n	ทางเดิน
足	zú	adj/adv	เท้า
阻碍	zǔ'ài	v/n	ขัดขวาง
钻	zuān	v	สว่าน
阻挡	zǔdǎng	v	บล็อก
祖国	zǔguó	n	มาตุภูมิ
罪	zuì	n	บาป
祖先	zǔxiān	n	บรรพบุรุษ
足以	zúyǐ	v	พอแล้ว
