Chinese	Pinyin	POS	Thai
食用	shíyòng	v	กินได้, บริโภคได้
试用	shìyòng	v	ทดลองใช้
适用	shìyòng	adj	ใช้งานได้เหมาะสม
始终	shǐzhōng	n/adv	เสมอมา, ตลอดมา
守	shǒu	v	เฝ้า, รักษา(ไว้)
首次	shǒucì	num+mw	ครั้งแรก
手段	shǒuduàn	n	วิธีการ, มาตรการ
手工	shǒugōng	n	งานฝีมือ, ทำด้วยมือ
收获	shōuhuò	v/n	เก็บเกี่ยวผล, ได้รับผลตอบแทน
收集	shōují	v	รวบรวม, สะสม
售价	shòujià	n	ราคาขาย
收看	shōukàn	v	รับชม
手术	shǒushù	n/v	การผ่าตัด
手套	shǒutào	n	ถุงมือ
手续	shǒuxù	n	ขั้นตอน(ดำเนินการ)
手指	shǒuzhǐ	n	นิ้วมือ
束	shù	mw	มัด, กำ (ลักษณนาม)
数	shǔ	v	นับ, จัดว่า
摔	shuāi	v	ล้ม, หกล้ม
双方	shuāngfāng	n	ทั้งสองฝ่าย
鼠标	shǔbiāo	n	เมาส์(คอมพิวเตอร์)
蔬菜	shūcài	n	ผัก
书法	shūfǎ	n	การประดิษฐ์ตัวอักษรจีน
书房	shūfáng	n	ห้องหนังสือ, ห้องทำงาน
税	shuì	n	ภาษี
水分	shuǐfèn	n	ความชื้น, ปริมาณน้ำ
睡眠	shuìmián	n	การนอนหลับ
书架	shūjià	n	ชั้นวางหนังสือ
数据	shùjù	n	ข้อมูล
熟练	shúliàn	adj	ชำนาญ, คล่องแคล่ว
树木	shùmù	n	ต้นไม้
顺	shùn	v/prep/adj	ราบรื่น, ตามลำดับ
说不定	shuōbudìng	v/adv	บางที, เผื่อว่า
说服	shuōfú	v	โน้มน้าว, ชักจูงใจ
熟人	shúrén	n	คนคุ้นเคย, คนรู้จัก
输入	shūrù	v	ป้อนข้อมูล, พิมพ์เข้า
舒适	shūshì	adj	สะดวกสบาย
属于	shǔyú	v	เป็นของ, ขึ้นอยู่กับ
四处	sìchù	n	ทุกหนแห่ง
似乎	sìhū	adv	ดูเหมือนว่า
思考	sīkǎo	v	คิด, ใคร่ครวญ
私人	sīrén	n	ส่วนตัว, ของส่วนบุคคล
思维	sīwéi	n/v	ความคิด, กระบวนการคิด
思想	sīxiǎng	n	ความคิด, แนวคิด
四周	sìzhōu	n	รอบด้าน, รอบๆ
搜	sōu	v	ค้นหา
搜索	sōusuǒ	v	ค้นหา, สืบค้น
酸甜苦辣	suān-tián-kǔ-là	—	เปรี้ยวหวานขมเผ็ด (รสชาติชีวิต)
随	suí	v	ตาม, ไปตาม
碎	suì	v/adj	แตกละเอียด, จุกจิก
随后	suíhòu	adv	หลังจากนั้นไม่นาน
随时	suíshí	adv	ทุกเมื่อ, ตลอดเวลา
随手	suíshǒu	adv	โดยไม่ตั้งใจ, เผลอทำ
随意	suíyì	adj	ตามใจชอบ, ตามอำเภอใจ
损害	sǔnhài	v	ทำให้เสียหาย
损失	sǔnshī	v/n	สูญเสีย, ขาดทุน
所1	suǒ	mw/n	แห่ง, สถานที่ (ลักษณนาม)
锁	suǒ	n/v	กุญแจ, ล็อค
缩短	suōduǎn	v	ทำให้สั้นลง
缩小	suōxiǎo	v	ทำให้เล็กลง, ย่อขนาด
宿舍	sùshè	n	หอพัก
台灯	táidēng	n	โคมไฟตั้งโต๊ะ
台阶	táijiē	n	ขั้นบันได
太太	tàitai	n	คุณนาย, ภรรยา
谈话	tánhuà	v	พูดคุย, สนทนา
桃	táo	n	ลูกท้อ
套	tào	n/v/mw	ชุด (ลักษณนาม)
他人	tārén	pron	คนอื่น
特产	tèchǎn	n	ของขึ้นชื่อประจำถิ่น
疼痛	téngtòng	adj	ปวด, เจ็บปวด
特色	tèsè	n	เอกลักษณ์เฉพาะ, จุดเด่น
特殊	tèshū	adj	พิเศษ, เฉพาะ
特有	tèyǒu	adj	มีลักษณะเฉพาะตัว
特征	tèzhēng	n	ลักษณะเฉพาะ
替	tì	v/prep	แทน, แทนที่
填	tián	v	กรอก(แบบฟอร์ม)
天空	tiānkōng	n	ท้องฟ้า
甜品	tiánpǐn	n	ของหวาน
天上	tiānshàng	n	สวรรค์, บนฟ้า
调	tiáo	v	ปรับ, ปรุง(รส)
挑	tiāo	v	เลือก, คัดเลือก
跳高	tiàogāo	v	กระโดดสูง
调皮	tiáopí	adj	ซุกซน
挑选	tiāoxuǎn	v	เลือกสรร
跳远	tiàoyuǎn	v	กระโดดไกล
挑战	tiǎozhàn	v/n	ท้าทาย, ความท้าทาย
调整	tiáozhěng	v	ปรับ, ปรับปรุง
提倡	tíchàng	v	สนับสนุน, รณรงค์ให้
贴	tiē	v	แปะ, ติด
铁路	tiělù	n	ทางรถไฟ
体会	tǐhuì	v/n	ประสบการณ์, ความรู้สึกที่ได้เรียนรู้
提交	tíjiāo	v	ยื่นส่ง(เอกสาร)
体力	tǐlì	n	กำลังกาย, แรงกาย
题目	tímù	n	หัวข้อ, โจทย์
停留	tíngliú	v	หยุดพัก, แวะพัก
提起	tíqǐ	v	หยิบยกขึ้นมา(พูดถึง)
提升	tíshēng	v	ยกระดับ, ส่งเสริม
提问	tíwèn	v	ตั้งคำถาม, ถามคำถาม
体现	tǐxiàn	v	สะท้อนให้เห็น, แสดงออกถึง
体验	tǐyàn	v	สัมผัสประสบการณ์
同	tóng	adj/v/adv/prep/conj	เหมือนกัน; ด้วยกัน; กับ
通常	tōngcháng	adj/adv	โดยปกติ, ตามปกติ
统计	tǒngjì	v	สถิติ, การรวบรวมข้อมูล
痛苦	tòngkǔ	adj	เจ็บปวด(ทางใจ)
同情	tóngqíng	v	เห็นอกเห็นใจ
通行	tōngxíng	v	สัญจรผ่านได้, ใช้ได้ทั่วไป
同一	tóngyī	adj	เดียวกัน, อันเดียวกัน
统一	tǒngyī	v/adj	รวมเป็นหนึ่งเดียว
头	tou	suffix	หัว, ปลาย (คำเสริมท้ายนาม)
投	tóu	v	โยน, ทุ่ม(เงิน/คะแนนเสียง)
投入	tóurù	v/adj/n	ทุ่มเท, ลงทุน
团	tuán	v/n/mw	กลุ่ม, คณะ (ลักษณนาม)
团队	tuánduì	n	ทีมงาน
突出	tūchū	v/adj	โดดเด่น, เน้นให้ชัด
土地	tǔdì	n	ที่ดิน
土豆	tǔdòu	n	มันฝรั่ง
图画	túhuà	n	ภาพวาด, รูปภาพ
退	tuì	v	ถอย, ถอน(ตัว)
退出	tuìchū	v	ถอนตัวออก, ออกจาก
推动	tuīdòng	v	ผลักดัน, ส่งเสริม
推广	tuīguǎng	v	เผยแพร่ให้แพร่หลาย
退还	tuìhuán	v	คืนเงิน, ส่งคืน
推荐	tuījiàn	v	แนะนำ
推进	tuījìn	v	ผลักดันให้ก้าวหน้า
退休	tuìxiū	v	เกษียณอายุ
拖鞋	tuōxié	n	รองเท้าแตะ
图书	túshū	n	หนังสือ, ตำรา
兔子	tùzi	n	กระต่าย
外部	wàibù	n	ภายนอก
外公	wàigōng	n	คุณตา (ฝ่ายแม่)
外观	wàiguān	n	ลักษณะภายนอก, รูปลักษณ์
外婆	wàipó	n	คุณยาย (ฝ่ายแม่)
外形	wàixíng	n	รูปทรงภายนอก
弯	wān	adj/v/n	โค้ง, งอ
往返	wǎngfǎn	v	ไปกลับ
网络	wǎngluò	n	เครือข่าย, อินเทอร์เน็ต
玩具	wánjù	n	ของเล่น
完美	wánměi	adj	สมบูรณ์แบบ
完善	wánshàn	adj/v	สมบูรณ์ยิ่งขึ้น, ทำให้ครบถ้วน
万一	wànyī	n/conj	เผื่อกรณีที่..., หากเกิด...
完整	wánzhěng	adj	ครบถ้วนสมบูรณ์
围	wéi	v	ล้อมรอบ
为2	wéi	prep	เป็น, สำหรับ (คำบุพบท)
胃	wèi	n	กระเพาะอาหาร
喂2	wèi	v	ให้อาหาร, ป้อน; ฮัลโหล
尾巴	wěiba	n	หาง
维持	wéichí	v	รักษาไว้, ดำรงไว้
伟大	wěidà	adj	ยิ่งใหญ่
违法	wéifǎ	v	ผิดกฎหมาย
违反	wéifǎn	v	ฝ่าฝืน
危害	wēihài	v	เป็นอันตรายต่อ
围巾	wéijīn	n	ผ้าพันคอ
未来	wèilái	adj/n	อนาคต
围绕	wéirào	v	ล้อมรอบ, เกี่ยวกับ(ประเด็น)
微笑	wēixiào	v/n	ยิ้ม
威胁	wēixié	v	คุกคาม, ข่มขู่
维修	wéixiū	v	ซ่อมบำรุง
唯一	wéiyī	adj	เพียงหนึ่งเดียว
位于	wèiyú	v	ตั้งอยู่ที่
位置	wèizhì	n	ตำแหน่งที่ตั้ง
稳定	wěndìng	adj/v	มั่นคง, มีเสถียรภาพ
问卷	wènjuàn	n	แบบสอบถาม
温暖	wēnnuǎn	adj/v	อบอุ่น
文学	wénxué	n	วรรณกรรม
握	wò	v	กำ, ถือ(แน่น)
卧室	wòshì	n	ห้องนอน
握手	wòshǒu	v	จับมือกัน
雾	wù	n	หมอก
舞蹈	wǔdǎo	n	การเต้นรำ
无关	wúguān	v	ไม่เกี่ยวข้องกัน
物价	wùjià	n	ราคาสินค้า
物理	wùlǐ	n	ฟิสิกส์
无奈	wúnài	v/conj	จนตรอก, ทำอะไรไม่ได้
物品	wùpǐn	n	สิ่งของ, ข้าวของ
无数	wúshù	adj	นับไม่ถ้วน
武术	wǔshù	n	ศิลปะการต่อสู้ (จีน)
舞台	wǔtái	n	เวที
无限	wúxiàn	adj	ไม่มีขีดจำกัด
无效	wúxiào	v	ไม่มีผล, เป็นโมฆะ
五颜六色	wǔyán-liùsè	—	หลากสีสัน
物业	wùyè	n	ทรัพย์สิน, อสังหาริมทรัพย์(นิติบุคคล)
物质	wùzhì	n	สสาร, วัตถุ
戏	xì	n	ละคร, การแสดง
系	xì	n	ภาควิชา, สาขาวิชา
闲	xián	adj	ว่าง, มีเวลาว่าง
县	xiàn	n	อำเภอ
现场	xiànchǎng	n	สถานที่จริง, หน้างาน
现代	xiàndài	n/adj	ยุคปัจจุบัน, ทันสมัย
现代化	xiàndàihuà	v	ทำให้ทันสมัย, ความทันสมัย
显得	xiǎnde	v	ดูเหมือนว่า, แสดงให้เห็นว่า
乡	xiāng	n	ตำบล(ชนบท)
相册	xiàngcè	n	อัลบั้มรูป
相处	xiāngchǔ	v	อยู่ร่วมกันได้ดี, เข้ากันได้
乡村	xiāngcūn	n	ชนบท
相当	xiāngdāng	v/adv	ค่อนข้าง, พอสมควร
相对	xiāngduì	v/adj	ค่อนข้าง, เมื่อเทียบกัน
相关	xiāngguān	v	เกี่ยวข้องกัน
项目	xiàngmù	n	โครงการ, รายการ
想念	xiǎngniàn	v	คิดถึง
橡皮	xiàngpí	n	ยางลบ
向上	xiàngshàng	v	ขึ้นสู่ข้างบน
响声	xiǎngshēng	n	เสียงดัง
享受	xiǎngshòu	v	เพลิดเพลินกับ, ได้รับ(ความสุข)
相似	xiāngsì	adj	คล้ายกัน
想象	xiǎngxiàng	v	จินตนาการ
象征	xiàngzhēng	v/n	เป็นสัญลักษณ์ของ
先后	xiānhòu	n/adv	ตามลำดับก่อนหลัง
先进	xiānjìn	adj/n	ก้าวหน้า, ทันสมัย
线路	xiànlù	n	สาย, เส้นทาง(เดินรถ/ไฟฟ้า)
显然	xiǎnrán	adj	ชัดเจน, เห็นได้ชัด
现实	xiànshí	n/adj	ความเป็นจริง
显示	xiǎnshì	v	แสดงให้เห็น
现象	xiànxiàng	n	ปรากฏการณ์
限制	xiànzhì	v/n	จำกัด, ข้อจำกัด
现状	xiànzhuàng	n	สภาพปัจจุบัน
消费	xiāofèi	v	การบริโภค, การใช้จ่าย
消费者	xiāofèizhě	n	ผู้บริโภค
消化	xiāohuà	v	ย่อยอาหาร
消极	xiāojí	adj	ในแง่ลบ, หมดกำลังใจ
小姐	xiǎojiě	n	นางสาว
销量	xiāoliàng	n	ยอดขาย
效率	xiàolǜ	n	ประสิทธิภาพ
消失	xiāoshī	v	หายไป
销售	xiāoshòu	v	การขาย, จำหน่าย
小型	xiǎoxíng	adj	ขนาดเล็ก
小于	xiǎoyú	v	น้อยกว่า
下载	xiàzài	v	ดาวน์โหลด
西餐	xīcān	n	อาหารตะวันตก
斜	xié	adj/v	เฉียง, เอียง
协议	xiéyì	v/n	ข้อตกลง
写作	xiězuò	v	การเขียน, งานเขียน
吸管	xīguǎn	n	หลอดดูด
细节	xìjié	n	รายละเอียด
戏剧	xìjù	n	ละคร, การแสดง
信封	xìnfēng	n	ซองจดหมาย
行程	xíngchéng	n	เส้นทางการเดินทาง, กำหนดการเดินทาง
形成	xíngchéng	v	ก่อตัวขึ้น, เกิดขึ้นเป็น
行动	xíngdòng	v/n	การกระทำ, ปฏิบัติการ
行人	xíngrén	n	คนเดินถนน
形容	xíngróng	v	บรรยาย, พรรณนา(ลักษณะ)
形式	xíngshì	n	รูปแบบ
形势	xíngshì	n	สถานการณ์, แนวโน้ม
行驶	xíngshǐ	v	แล่น, วิ่ง(ยานพาหนะ)
行为	xíngwéi	n	พฤติกรรม
形象	xíngxiàng	n/adj	ภาพลักษณ์
幸运	xìngyùn	n/adj	โชคดี
性质	xìngzhì	n	ธรรมชาติ, คุณลักษณะ
形状	xíngzhuàng	n	รูปร่าง, รูปทรง
行走	xíngzǒu	v	เดิน
新郎	xīnláng	n	เจ้าบ่าว
心理	xīnlǐ	n	จิตใจ, ทางจิตวิทยา
新娘	xīnniáng	n	เจ้าสาว
信任	xìnrèn	v	ไว้วางใจ
新人	xīnrén	n	คนหน้าใหม่, สมาชิกใหม่
欣赏	xīnshǎng	v	ชื่นชม, ชื่นชอบ
心态	xīntài	n	สภาพจิตใจ, ทัศนคติ
新型	xīnxíng	adj	รูปแบบใหม่, ชนิดใหม่
信用	xìnyòng	n	เครดิต, ความน่าเชื่อถือ
吸收	xīshōu	v	ดูดซับ
系统	xìtǒng	n/adj	ระบบ
修改	xiūgǎi	v	แก้ไข, ปรับปรุง(ข้อความ)
修建	xiūjiàn	v	สร้าง, ก่อสร้าง
休闲	xiūxián	v	พักผ่อนหย่อนใจ
西装	xīzhuāng	n	ชุดสูท
需	xū	v	ต้องการ, จำเป็นต้อง
宣布	xuānbù	v	ประกาศ
宣传	xuānchuán	v	การประชาสัมพันธ์, การเผยแพร่
选手	xuǎnshǒu	n	นักกีฬา, ผู้เข้าแข่งขัน
学分	xuéfēn	n	หน่วยกิต
雪糕	xuěgāo	n	ไอศกรีมแท่ง
学科	xuékē	n	สาขาวิชา
学历	xuélì	n	วุฒิการศึกษา
学年	xuénián	n	ปีการศึกษา
学术	xuéshù	n	เชิงวิชาการ
学者	xuézhě	n	นักวิชาการ
训练	xùnliàn	v	ฝึกฝน, การฝึกอบรม
迅速	xùnsù	adj	รวดเร็ว
询问	xúnwèn	v	สอบถาม
寻找	xúnzhǎo	v	ค้นหา, เสาะหา
需求	xūqiú	n	ความต้องการ, อุปสงค์
虚心	xūxīn	adj	ถ่อมตัว, เปิดใจรับฟัง
呀	yā	interj	เอ๊ะ (คำอุทาน)
牙齿	yáchǐ	n	ฟัน
押金	yājīn	n	เงินมัดจำ, เงินประกัน
沿	yán	prep/v/n	ตาม, เลียบ(ริม)
眼	yǎn	n/mw	ตา; ลูก (ลักษณนามรู)
延长	yáncháng	v	ยืดขยายออกไป
研发	yánfā	v	วิจัยและพัฒนา
样式	yàngshì	n	รูปแบบ, สไตล์
阳台	yángtái	n	ระเบียง
演讲	yǎnjiǎng	v	กล่าวสุนทรพจน์
眼泪	yǎnlèi	n	น้ำตา
严肃	yánsù	adj/v	เคร่งขรึม, จริงจัง
研制	yánzhì	v	วิจัยพัฒนา(ผลิตภัณฑ์)
摇	yáo	v	เขย่า, โยก
咬	yǎo	v	กัด
腰	yāo	n	เอว
要不（然）	yàobù(rán)	conj	ไม่เช่นนั้น, มิฉะนั้น
要不是	yàobúshì	conj	ถ้าไม่ใช่เพราะว่า
药品	yàopǐn	n	เวชภัณฑ์, ยา
药物	yàowù	n	ยา, เวชภัณฑ์
压岁钱	yāsuìqián	n	เงินอั่งเปา (เงินขวัญถุงปีใหม่)
鸭子	yāzi	n	เป็ด
夜间	yèjiān	n	กลางคืน
夜市	yèshì	n	ตลาดกลางคืน
业务	yèwù	n	ธุรกิจ, งานที่รับผิดชอบ
业余	yèyú	adj	สมัครเล่น, งานอดิเรก
移	yí	v	ย้าย, เคลื่อนย้าย
亿	yì	num	ร้อยล้าน (หน่วยนับ)
乙	yǐ	n	อันดับสอง, ตัวบี (乙)
以	yǐ	prep/（连）	ด้วย, โดย (คำบุพบท); เพื่อ
一次性	yícìxìng	adj	ใช้ครั้งเดียวแล้วทิ้ง
一代	yídài	n	หนึ่งรุ่น(อายุ)
一旦	yídàn	adv	ครั้งหนึ่งที่..., เมื่อใดที่...
移动	yídòng	v	เคลื่อนย้าย, เคลื่อนที่
遗憾	yíhàn	n/adj	เสียใจ, น่าเสียดาย
以及	yǐjí	conj	และ, ตลอดจน
依据	yījù	n/v/prep	อาศัยหลักเกณฑ์, ตามหลักฐาน
依靠	yīkào	v/n	พึ่งพา, พึ่งพิง
以来	yǐlái	n	ตั้งแต่...เป็นต้นมา
医疗	yīliáo	v	การรักษาพยาบาล
一路	yílù	n/adv	ตลอดทาง
一路顺风	yílù-shùnfēng	—	เดินทางโดยสวัสดิภาพ
因而	yīn’ér	conj	ดังนั้น, จึง
迎	yíng	v	ต้อนรับ
硬	yìng	adj/adv	แข็ง; อย่างแข็งขืน
应当	yīngdāng	v	ควรจะ
应对	yìngduì	v	รับมือ, จัดการ
硬件	yìngjiàn	n	ฮาร์ดแวร์
迎接	yíngjiē	v	ต้อนรับ
影片	yǐngpiàn	n	ภาพยนตร์
影视	yǐngshì	n	ภาพยนตร์และโทรทัศน์
营养	yíngyǎng	n	โภชนาการ
营业	yíngyè	v	เปิดกิจการ, ดำเนินธุรกิจ
应用	yìngyòng	v/adj	ประยุกต์ใช้; แอปพลิเคชัน
引进	yǐnjìn	v	นำเข้า(เทคโนโลยี/บุคลากร)
音量	yīnliàng	n	ระดับเสียง
饮食	yǐnshí	n	อาหารการกิน
印刷	yìnshuā	v	การพิมพ์
因素	yīnsù	n	ปัจจัย, องค์ประกอบ
依然	yīrán	adv	ยังคง, ยังคงเป็นเช่นเดิม
意识	yìshí	v/n	จิตสำนึก, การรับรู้
意外	yìwài	adj/n	อุบัติเหตุ, ไม่คาดคิด
意味着	yìwèizhe	v	หมายความว่า
疑问	yíwèn	n	ข้อสงสัย, คำถาม
义务	yìwù	n/adj	หน้าที่, ภาระผูกพัน
医学	yīxué	n	แพทยศาสตร์
意义	yìyì	n	ความหมาย, คุณค่า
一致	yízhì	adj/adv	สอดคล้องกัน, เป็นเอกฉันท์
拥抱	yōngbào	v	กอด
用法	yòngfǎ	n	วิธีใช้, การใช้งาน
用户	yònghù	n	ผู้ใช้งาน
用力	yònglì	v	ออกแรง
用品	yòngpǐn	n	เครื่องใช้, อุปกรณ์
勇气	yǒngqì	n	ความกล้าหาญ
用途	yòngtú	n	ประโยชน์ใช้สอย
拥有	yōngyǒu	v	เป็นเจ้าของ, มี
由此	yóu cǐ	—	จากตรงนี้, ด้วยเหตุนี้
有害	yǒu hài	—	เป็นอันตราย
幼儿园	yòu'éryuán	n	โรงเรียนอนุบาล
优惠	yōuhuì	adj	ได้รับส่วนลด, สิทธิพิเศษ
邮寄	yóujì	v	ส่งทางไปรษณีย์
悠久	yōujiǔ	adj	ยาวนาน (ประวัติศาสตร์)
邮局	yóujú	n	ที่ทำการไปรษณีย์
游览	yóulǎn	v	ท่องเที่ยวชมสถานที่
有力	yǒulì	adj	ทรงพลัง, หนักแน่น
有利	yǒulì	adj	เป็นประโยชน์, ได้เปรียบ
优良	yōuliáng	adj	ดีเยี่ยม, คุณภาพดี
优美	yōuměi	adj	งดงาม
邮票	yóupiào	n	แสตมป์
优势	yōushì	n	ข้อได้เปรียบ
油条	yóutiáo	n	ปาท่องโก๋
有限	yǒuxiàn	adj	จำกัด, มีขอบเขต
有益	yǒuyì	adj	เป็นประโยชน์
犹豫	yóuyù	adj	ลังเลใจ
优质	yōuzhì	adj	คุณภาพดีเยี่ยม
有助于	yǒuzhùyú	v	เป็นประโยชน์ต่อ, ช่วยให้
原	yuán	adj	เดิม, แต่เดิม
圆	yuán	n/adj	กลม; วงกลม
愿	yuàn	v	ปรารถนา, อยาก
原有	yuán yǒu	—	เดิม, ที่มีอยู่แต่เดิม
元旦	Yuándàn	n	วันขึ้นปีใหม่ (สากล)
员工	yuángōng	n	พนักงาน
愿望	yuànwàng	n	ความปรารถนา
原则	yuánzé	n	หลักการ
预报	yùbào	v/n	พยากรณ์, รายงาน(อากาศ)
预测	yùcè	v	คาดการณ์
预订	yùdìng	v	จองล่วงหน้า
约定	yuēdìng	v	นัดหมาย, ตกลงกันไว้
预防	yùfáng	v	ป้องกันล่วงหน้า
预计	yùjì	v	คาดการณ์ไว้ล่วงหน้า
娱乐	yúlè	v/n	ความบันเทิง
玉米	yùmǐ	n	ข้าวโพด
运	yùn	v	ขนส่ง; โชคชะตา
运费	yùnfèi	n	ค่าขนส่ง
运气	yùnqi	n	โชค, ดวง
运输	yùnshū	v	การขนส่ง
运用	yùnyòng	v	นำมาใช้, ประยุกต์ใช้
语气	yǔqì	n	น้ำเสียง
雨水	yǔshuǐ	n	น้ำฝน
语文	yǔwén	n	ภาษาจีน (วิชาเรียน)
语音	yǔyīn	n	เสียงพูด
预约	yùyuē	v	นัดหมายล่วงหน้า
在场	zàichǎng	v	อยู่ในที่เกิดเหตุ, อยู่ในเหตุการณ์
在乎	zàihu	v	ใส่ใจ, แคร์
在内	zàinèi	n	รวมอยู่ด้วย
在线	zàixiàn	v	ออนไลน์
在于	zàiyú	v	อยู่ที่, ขึ้นอยู่กับ
赞成	zànchéng	v	เห็นด้วย, สนับสนุน
造	zào	v	สร้าง, ทำขึ้น
糟	zāo	adj	แย่
造成	zàochéng	v	ทำให้เกิดขึ้น(ผลเสีย)
糟糕	zāogāo	adj	แย่มาก
早期	zǎoqī	n	ช่วงต้น, ระยะแรก
早晚	zǎowǎn	n/adv	ไม่ช้าก็เร็ว, เช้าหรือเย็น
早已	zǎoyǐ	adv	นานมาแล้ว, ตั้งนานแล้ว
赠	zèng	v	มอบให้, ให้เป็นของขวัญ
增	zēng	v	เพิ่มขึ้น
增进	zēngjìn	v	เพิ่มพูน, กระชับ(ความสัมพันธ์)
增强	zēngqiáng	v	เสริมสร้างให้แข็งแกร่งขึ้น
赠送	zèngsòng	v	มอบให้เป็นของขวัญ
炸	zhá	v	ทอด(ในน้ำมัน)
窄	zhǎi	adj	แคบ
摘	zhāi	v	เด็ด, เก็บ(ผล/ดอก)
占	zhàn	v	ครอบครอง(สัดส่วน)
展出	zhǎnchū	v	จัดแสดง
涨	zhǎng	v	สูงขึ้น, ขึ้นราคา
账号	zhànghào	n	หมายเลขบัญชี
账户	zhànghù	n	บัญชี
涨价	zhǎngjià	v	ราคาขึ้น
掌声	zhǎngshēng	n	เสียงปรบมือ
掌握	zhǎngwò	v	เชี่ยวชาญ, เข้าใจอย่างถ่องแท้
展开	zhǎnkāi	v	คลี่ออก, ขยาย
展览	zhǎnlǎn	v	นิทรรศการ
展示	zhǎnshì	v	แสดงให้เห็น
站台	zhàntái	n	ชานชาลา
占线	zhànxiàn	v	สายไม่ว่าง(โทรศัพท์)
展现	zhǎnxiàn	v	แสดงให้เห็น
召开	zhàokāi	v	จัดประชุม
着凉	zháoliáng	v	เป็นหวัด
折扣	zhékòu	n	ส่วนลด
阵	zhèn	mw	ห้วง, พัก (ลักษณนาม)
真诚	zhēnchéng	adj	จริงใจ
诊断	zhěnduàn	v	วินิจฉัยโรค
针对	zhēnduì	v	มุ่งเป้าไปที่, เจาะจงที่
挣	zhèng	v	หาได้, หามาได้(เงิน)
争	zhēng	v	แย่งชิง, ต่อสู้เพื่อ
政府	zhèngfǔ	n	รัฐบาล
证据	zhèngjù	n	หลักฐาน
整齐	zhěngqí	adj	เป็นระเบียบเรียบร้อย
争取	zhēngqǔ	v	แย่งชิงมาให้ได้, มุ่งมั่นให้ได้
正如	zhèngrú	v	เช่นเดียวกับที่, ดังที่
证书	zhèngshū	n	ใบรับรอง, ประกาศนียบัตร
整体	zhěngtǐ	n	ทั้งหมด, โดยรวม
珍贵	zhēnguì	adj	ล้ำค่า, มีค่ายิ่ง
整整	zhěngzhěng	adv	ทั้งหมดพอดี, เต็มๆ
政治	zhèngzhì	n	การเมือง
真实	zhēnshí	adj	จริง, เป็นจริง
珍惜	zhēnxī	v	หวงแหน, ทะนุถนอม
哲学	zhéxué	n	ปรัชญา
直	zhí	adj/v/adv	ตรง; โดยตรง
至	zhì	v	ถึง, จนถึง
治	zhì	v	รักษา(โรค)
止	zhǐ	v	หยุด
支1	zhī	mw	อัน, ด้าม (ลักษณนาม)
直播	zhíbō	v	ถ่ายทอดสด
职场	zhíchǎng	n	วงการทำงาน, สถานที่ทำงาน
指导	zhǐdǎo	v	แนะแนว, ชี้แนะ
制订	zhìdìng	v	กำหนดขึ้น(แผน)
制定	zhìdìng	v	กำหนดขึ้น(กฎ/นโยบาย)
制度	zhìdù	n	ระบบ, กฎเกณฑ์
职工	zhígōng	n	พนักงาน, ลูกจ้าง
智慧	zhìhuì	n	ภูมิปัญญา, ปัญญา
至今	zhìjīn	adv	จนถึงปัจจุบัน
治疗	zhìliáo	v	การรักษา(โรค)
知名	zhīmíng	adj	มีชื่อเสียง
智能	zhìnéng	n/adj	ฉลาด, อัจฉริยะ
执行	zhíxíng	v/adj	ดำเนินการ, บังคับใช้
志愿者	zhìyuànzhě	n	อาสาสมัคร
制造	zhìzào	v	ผลิต, สร้าง
制作	zhìzuò	v	ทำ, ผลิต(ผลงาน)
重大	zhòngdà	adj	สำคัญยิ่ง, ใหญ่หลวง
众多	zhòngduō	adj	มากมาย
中华	Zhōnghuá	n	จีน (คำทางการ)
中华民族	Zhōnghuá Mínzú	—	ชนชาติจีน
中级	zhōngjí	adj	ระดับกลาง
中介	zhōngjiè	n	ตัวกลาง, นายหน้า
种类	zhǒnglèi	n	ประเภท, ชนิด
重量	zhòngliàng	n	น้ำหนัก
中期	zhōngqī	n	ช่วงกลาง(ของระยะเวลา)
中外	zhōngwài	n	จีนและต่างประเทศ
中心	zhōngxīn	n	ศูนย์กลาง
中药	zhōngyào	n	ยาจีน
中医	zhōngyī	n	การแพทย์แผนจีน
种植	zhòngzhí	v	เพาะปลูก
种子	zhǒngzi	n	เมล็ดพันธุ์
周年	zhōunián	n	วันครบรอบปี
煮	zhǔ	v	ต้ม, ปรุงอาหาร
猪	zhū	n	หมู
抓	zhuā	v	จับ, กุม
抓紧	zhuājǐn	v	เร่งรีบ, รีบทำ
转变	zhuǎnbiàn	v	เปลี่ยนแปลง(สภาพ/ทัศนคติ)
撞	zhuàng	v	ชน, กระแทก
转告	zhuǎngào	v	บอกต่อ, ถ่ายทอดข้อความ
状况	zhuàngkuàng	n	สภาพ, สภาวะ
装饰	zhuāngshì	v/n	ตกแต่ง, ประดับ
状态	zhuàngtài	n	สภาวะ, สถานะ
装修	zhuāngxiū	v	ตกแต่ง(บ้าน)
专家	zhuānjiā	n	ผู้เชี่ยวชาญ
专心	zhuānxīn	adj	ตั้งใจ, มีสมาธิ
逐步	zhúbù	adv	ทีละขั้น, ค่อยเป็นค่อยไป
注册	zhùcè	v	ลงทะเบียน, จดทะเบียน
主持	zhǔchí	v	เป็นพิธีกร, ดำเนินการ
主动	zhǔdòng	adj	ริเริ่มเอง, กระตือรือร้น
住房	zhùfáng	n	ที่อยู่อาศัย
主观	zhǔguān	adj	เอนเอียงตามความรู้สึกตน, อัตวิสัย
追	zhuī	v	ไล่ตาม
追求	zhuīqiú	v	ไล่ตาม, แสวงหา
